 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  16.10.2025    Time:  10:45:57
 Units: L = cm   , T = hours, M = mmol 



                               Node( 38)

         time            h        theta    Temp  
        641.0000      -48.72  0.1416   20.000
        642.0000      -49.53  0.1410   20.000
        643.0000      -50.22  0.1404   20.000
        644.0000      -50.90  0.1399   20.000
        645.0000      -51.48  0.1395   20.000
        646.0000      -52.04  0.1391   20.000
        647.0000      -52.56  0.1387   20.000
        648.0000      -53.06  0.1383   20.000
        649.0000      -53.54  0.1379   20.000
        650.0000      -53.99  0.1376   20.000
        651.0000      -54.43  0.1372   20.000
        652.0000      -54.85  0.1369   20.000
        653.0000      -55.25  0.1366   20.000
        654.0000      -55.67  0.1363   20.000
        655.0000      -56.07  0.1360   20.000
        656.0000      -56.48  0.1357   20.000
        657.0000      -56.97  0.1353   20.000
        658.0000      -57.56  0.1348   20.000
        659.0000      -58.26  0.1343   20.000
        660.0000      -59.11  0.1337   20.000
        661.0000      -60.11  0.1329   20.000
        662.0000      -61.25  0.1324   20.000
        663.0000      -62.48  0.1317   20.000
